dbnos,assists,boosts,damage_dealt,headshot_kills,heals,kills,longest_kill,revives,total_distance,ride_distance,road_kills,swim_distance,vehicle_destroys,time_survived,walk_distance,weapons_acquired,win_place,team_count,map_name,duration
1,1,0,186,0,1,0,0.0,0,0.12,0.0,0,0.0,0,153,0.12,2,13,15,태이고,1860
2,0,0,122,0,0,2,0.038,0,0.09,0.0,0,0.0,0,225,0.09,3,15,16,에란겔,1801
1,0,5,21,0,1,1,0.041,0,5.0,3.68,0,0.0,0,1029,1.32,8,11,16,에란겔,1915
0,0,3,0,0,1,0,0.0,0,2.51,1.56,0,0.0,0,630,0.95,8,14,17,태이고,1766
0,0,0,0,0,0,0,0.0,0,0.38,0.0,0,0.0,0,360,0.38,5,16,17,태이고,1871
6,2,12,868,4,5,8,0.22,3,4.29,1.86,0,0.0,0,1515,2.43,9,4,16,미라마,1681
1,0,5,0,0,1,0,0.0,0,3.35,2.25,0,0.0,0,738,1.1,5,10,17,에란겔,1541
0,0,0,0,0,0,0,0.0,0,2.56,1.81,0,0.0,0,629,0.75,5,13,16,미라마,1873
0,0,0,0,0,0,0,0.0,0,0.11,0.0,0,0.0,0,137,0.11,0,12,16,에란겔,1748
3,0,11,562,3,3,3,0.107,0,7.82,4.73,0,0.0,0,1676,3.08,6,2,15,태이고,1679
0,0,5,0,0,1,0,0.0,1,3.73,2.38,0,0.0,0,885,1.35,4,9,15,미라마,1768
1,0,8,205,0,3,1,0.011,2,6.9,4.95,0,0.0,0,1259,1.95,7,6,16,태이고,1555
1,2,7,191,0,1,0,0.0,2,6.31,5.34,0,0.0,0,960,0.96,4,9,16,태이고,1623
1,1,4,79,0,3,1,0.02,0,2.22,0.9,0,0.0,0,762,1.32,5,8,16,미라마,1755
1,0,0,29,0,0,0,0.0,0,0.13,0.0,0,0.0,0,186,0.13,3,15,15,에란겔,1651
1,0,0,157,0,0,0,0.0,0,0.18,0.0,0,0.0,0,143,0.18,1,15,15,미라마,1893
1,0,9,180,1,17,1,0.172,2,5.6,2.36,0,0.13,0,1546,3.11,4,3,15,에란겔,1837
1,0,4,360,0,4,0,0.0,2,6.58,3.72,0,0.01,0,1478,2.85,6,5,16,에란겔,1681
1,0,3,184,0,2,1,0.006,1,2.71,1.93,0,0.0,0,721,0.78,6,11,16,에란겔,1929
0,0,7,241,0,0,0,0.0,1,6.9,3.15,0,0.08,0,1282,3.67,5,6,16,에란겔,1842
1,1,7,130,0,1,0,0.0,1,8.73,7.38,0,0.0,0,1320,1.34,6,8,16,태이고,1942
0,3,11,252,0,3,0,0.0,0,6.52,4.71,0,0.0,0,1638,1.81,5,3,16,에란겔,1670
2,0,6,268,1,3,3,0.075,0,2.45,1.32,0,0.0,0,877,1.13,5,1,16,에란겔,1746
0,1,8,146,0,2,0,0.0,0,6.82,4.99,0,0.0,0,1452,1.83,6,5,17,에란겔,1800
0,0,4,48,0,0,0,0.0,0,0.98,0.0,0,0.0,0,681,0.98,7,11,15,에란겔,1685
0,1,9,215,0,3,2,0.034,1,6.16,4.87,0,0.0,0,1280,1.29,8,3,16,에란겔,1784
2,2,8,528,0,1,2,0.008,0,7.97,5.22,0,0.0,0,1758,2.76,4,3,16,태이고,1815
1,0,6,18,0,5,2,0.199,0,3.68,2.44,0,0.0,0,1135,1.23,7,10,17,에란겔,1858
1,0,0,100,0,1,1,0.038,0,0.14,0.0,0,0.0,0,198,0.14,3,13,16,태이고,1888
2,1,8,258,1,15,1,0.303,0,12.09,10.91,0,0.0,0,1376,1.18,6,7,16,미라마,1840
0,0,0,98,0,0,0,0.0,0,0.8,0.16,0,0.0,0,382,0.64,2,12,15,미라마,1873
0,1,10,396,0,4,1,0.182,0,7.1,5.31,0,0.0,0,1500,1.79,4,2,16,미라마,1503
2,0,11,307,3,8,3,0.158,2,5.07,2.44,0,0.0,0,1471,2.64,3,3,16,미라마,1819
0,0,5,48,0,0,0,0.0,0,0.92,0.0,0,0.0,0,425,0.92,7,14,16,에란겔,1763
0,0,1,24,0,1,0,0.0,0,0.19,0.0,0,0.0,0,293,0.19,4,16,16,미라마,1637
1,0,4,90,0,1,1,0.012,0,3.13,2.18,0,0.0,0,643,0.95,7,14,16,태이고,1937
2,0,8,576,0,4,4,0.064,0,6.32,4.75,0,0.0,0,1520,1.57,4,4,16,에란겔,1944
0,0,3,70,0,0,0,0.0,0,0.79,0.0,0,0.0,0,516,0.79,2,13,17,태이고,1929
2,0,7,275,0,3,0,0.0,0,6.07,4.17,0,0.0,0,1074,1.9,9,10,16,에란겔,1819
0,0,3,0,0,0,0,0.0,0,0.41,0.0,0,0.0,0,295,0.41,5,13,17,태이고,1652
0,0,2,0,0,0,0,0.0,0,0.91,0.0,0,0.0,0,1132,0.91,5,7,16,미라마,1787
2,2,11,590,0,20,2,0.042,1,9.84,5.02,0,0.0,1,1645,4.82,8,1,16,에란겔,1645
0,0,6,11,0,9,0,0.0,0,8.99,7.24,0,0.06,0,1221,1.7,7,5,15,에란겔,1672
0,1,0,38,0,1,0,0.0,0,0.15,0.0,0,0.0,0,215,0.15,3,14,18,태이고,1925
1,0,0,100,0,1,0,0.0,0,1.16,0.38,0,0.0,0,473,0.77,6,15,16,에란겔,1800
1,0,8,305,0,9,0,0.0,0,5.36,4.22,0,0.0,0,1106,1.14,7,10,15,에란겔,1696
0,0,2,0,0,0,0,0.0,0,9.19,6.53,0,0.02,0,927,2.64,4,5,16,에란겔,1819
1,1,2,100,0,0,0,0.0,0,0.31,0.0,0,0.0,0,244,0.31,7,5,16,태이고,1924
1,0,8,215,0,4,0,0.0,0,7.88,4.22,0,0.01,0,1203,3.65,2,9,17,에란겔,1590
1,0,4,158,0,0,0,0.0,0,6.7,5.5,0,0.0,0,1445,1.2,3,3,15,에란겔,1724
1,0,5,145,0,1,2,0.051,1,4.54,2.83,0,0.0,0,1028,1.71,8,8,16,에란겔,1854
0,0,0,0,0,0,0,0.0,0,0.09,0.0,0,0.0,0,124,0.09,0,13,15,태이고,1775
2,1,7,287,0,6,2,0.032,0,3.9,2.59,0,0.0,0,1344,1.31,5,4,17,에란겔,1827
1,0,5,181,0,4,0,0.0,0,1.41,0.82,0,0.0,0,611,0.6,8,13,17,에란겔,1561
2,0,5,304,0,1,0,0.0,0,5.05,2.59,0,0.0,0,1311,2.46,12,4,16,미라마,1735
1,2,10,302,0,6,2,0.21,0,2.92,0.5,0,0.0,2,1602,2.42,7,2,15,에란겔,1659
0,0,0,0,0,0,0,0.0,0,0.1,0.0,0,0.0,0,158,0.1,5,6,16,에란겔,1732
0,0,8,0,0,4,0,0.0,0,3.3,1.5,0,0.0,0,1533,1.8,7,4,15,미라마,1900
2,0,0,170,0,2,1,0.002,0,1.0,0.52,0,0.0,0,445,0.48,5,15,16,에란겔,1616
2,0,6,88,0,2,1,0.005,1,5.79,4.53,0,0.0,0,1158,1.26,6,10,16,태이고,1899
1,0,13,487,0,12,0,0.0,1,4.45,2.24,0,0.0,0,1620,2.21,5,5,16,미라마,1770
0,0,0,0,0,0,0,0.0,0,0.05,0.0,0,0.0,0,135,0.05,2,13,16,태이고,1828
3,0,1,218,0,1,3,0.063,0,3.58,2.67,0,0.0,0,672,0.9,7,4,17,에란겔,1780
3,0,2,326,0,4,2,0.118,0,1.44,0.49,0,0.0,0,799,0.95,6,11,17,미라마,1728
0,0,0,0,0,0,0,0.0,0,0.02,0.0,0,0.0,0,160,0.02,3,13,16,태이고,1772
1,0,4,0,0,15,0,0.0,1,6.58,5.42,0,0.0,0,952,1.16,7,13,16,에란겔,1863
0,0,3,19,0,0,0,0.0,0,3.67,3.12,0,0.0,0,563,0.56,8,4,17,태이고,1593
0,1,8,130,0,2,0,0.0,1,2.0,0.3,0,0.0,0,1463,1.7,4,4,16,태이고,1911
1,1,8,203,0,0,0,0.0,0,8.31,7.05,0,0.0,0,1346,1.27,8,4,15,미라마,1897
4,1,14,319,0,11,1,0.246,3,5.75,4.15,0,0.0,0,1605,1.6,6,1,15,에란겔,1674
3,3,13,386,1,14,2,0.105,4,10.72,8.52,0,0.0,0,1671,2.2,4,3,16,미라마,1739
0,0,0,41,0,0,0,0.0,0,0.07,0.0,0,0.0,0,148,0.07,2,15,16,태이고,1718
6,0,13,667,3,8,4,0.164,0,4.22,2.4,0,0.0,0,1526,1.82,4,5,16,에란겔,1817
0,0,1,35,0,2,0,0.0,1,0.32,0.0,0,0.0,0,420,0.32,3,15,17,태이고,1609
1,0,5,100,0,9,1,0.009,0,5.56,4.54,0,0.0,0,872,1.02,5,8,16,미라마,1524
0,0,1,54,0,0,0,0.0,0,0.37,0.0,0,0.0,0,328,0.37,7,11,15,에란겔,1511
1,0,4,187,1,0,1,0.066,0,6.18,5.45,0,0.0,0,756,0.73,5,14,15,태이고,1874
2,1,17,163,1,9,2,0.102,1,5.59,1.79,0,0.0,1,1776,3.8,8,2,15,태이고,1779
2,0,12,433,1,14,2,0.067,0,5.57,3.35,0,0.0,0,1660,2.22,9,2,15,태이고,1663
0,0,13,61,0,7,0,0.0,0,8.14,5.29,0,0.01,1,1557,2.84,3,7,16,태이고,1922
1,0,5,194,0,0,0,0.0,0,2.63,1.73,0,0.0,0,656,0.9,3,13,16,태이고,1737
1,0,0,100,1,0,1,0.002,0,0.08,0.0,0,0.0,0,182,0.08,3,3,16,에란겔,1870
3,3,14,583,0,3,1,0.007,0,3.87,2.66,0,0.0,0,1452,1.21,9,4,16,미라마,1696
0,1,8,266,0,8,0,0.0,0,7.32,6.35,0,0.0,0,1228,0.96,8,2,15,에란겔,1783
2,1,2,310,0,3,1,0.006,0,0.25,0.0,0,0.0,0,701,0.25,2,9,15,에란겔,1903
0,0,6,27,0,7,0,0.0,1,4.85,3.76,0,0.0,0,903,1.08,12,10,16,에란겔,1533
0,0,5,0,0,1,0,0.0,0,4.34,2.81,0,0.0,0,810,1.53,6,15,15,에란겔,1786
2,0,12,390,1,9,2,0.138,0,4.81,3.5,0,0.0,1,1556,1.3,6,6,15,에란겔,1777
0,0,0,82,0,1,0,0.0,0,1.15,0.73,0,0.0,0,392,0.42,5,14,16,에란겔,1809
7,1,11,857,1,5,5,0.17,1,3.65,1.74,0,0.0,0,1511,1.9,8,6,16,태이고,1846
4,1,11,804,0,13,2,0.051,0,9.83,8.0,0,0.0,0,1810,1.83,5,3,16,미라마,1877
0,0,3,71,0,0,0,0.0,0,3.66,2.99,0,0.0,0,692,0.67,6,12,15,태이고,1677
0,0,5,0,0,0,0,0.0,0,4.11,1.81,0,0.36,0,1039,1.94,5,9,16,에란겔,1898
5,1,13,804,0,14,3,0.059,3,6.24,4.5,0,0.0,0,1698,1.74,5,3,16,미라마,1726
3,0,14,363,1,1,4,0.095,1,5.07,3.08,0,0.0,0,1628,1.99,9,4,16,미라마,1822
0,0,10,174,0,3,1,0.011,0,8.46,6.6,0,0.0,0,1434,1.86,5,5,16,미라마,1774
2,2,3,303,0,2,1,0.036,0,0.84,0.22,0,0.0,0,525,0.62,9,10,15,미라마,1951
1,0,0,2,0,0,0,0.0,0,3.53,3.06,0,0.0,0,521,0.47,4,14,16,에란겔,1722
1,1,12,246,0,7,1,0.016,1,7.94,6.12,0,0.0,0,1484,1.82,7,8,16,에란겔,1884
0,0,5,0,0,0,0,0.0,0,0.44,0.0,0,0.0,0,627,0.44,8,13,16,에란겔,1704
4,1,11,481,1,1,3,0.032,0,6.68,4.89,0,0.0,0,1895,1.79,8,1,16,미라마,1953
1,3,13,357,0,3,1,0.051,1,3.47,2.12,0,0.0,0,1124,1.35,5,2,15,태이고,1540
0,0,1,0,0,0,0,0.0,0,0.19,0.0,0,0.0,0,219,0.19,5,15,15,태이고,1601
1,0,0,232,0,1,0,0.0,1,3.67,3.21,0,0.0,0,748,0.45,5,13,16,태이고,1702
2,0,9,406,0,6,2,0.041,3,3.25,0.09,0,0.0,0,1768,3.16,7,3,16,태이고,1826
2,0,10,384,1,2,2,0.095,0,5.0,3.83,0,0.0,0,1286,1.18,5,10,16,미라마,1868
0,0,3,34,0,0,0,0.0,0,5.0,4.43,0,0.0,0,688,0.57,7,7,16,태이고,1792
0,0,4,0,0,0,0,0.0,0,4.05,2.98,0,0.0,0,665,1.07,7,13,15,미라마,1647
1,1,4,244,0,11,1,0.003,0,6.75,4.87,0,0.0,1,1156,1.88,7,11,16,에란겔,1633
2,2,7,159,1,11,1,0.03,0,5.5,4.27,0,0.0,0,1233,1.23,6,9,16,미라마,1789
5,0,16,1001,2,1,5,0.047,1,6.19,3.74,0,0.0,0,1822,2.45,5,1,16,태이고,1822
0,0,3,124,0,0,0,0.0,0,0.41,0.0,0,0.0,0,428,0.41,4,13,16,에란겔,1868
0,0,11,153,0,11,0,0.0,1,6.64,5.53,0,0.0,0,1020,1.12,6,14,16,에란겔,1775
0,0,4,147,0,3,0,0.0,0,1.45,0.74,0,0.0,0,606,0.71,9,15,16,태이고,1668
0,1,0,0,0,0,0,0.0,0,0.26,0.0,0,0.0,0,294,0.26,5,16,16,에란겔,1906
5,2,7,535,2,7,3,0.045,3,6.21,5.14,0,0.0,0,1085,1.07,6,10,15,태이고,1646
2,0,14,328,1,11,4,0.191,1,7.09,5.15,0,0.0,0,1683,1.94,10,2,17,미라마,1827
4,4,12,690,0,4,2,0.324,0,5.82,3.46,0,0.0,0,1928,2.36,11,1,15,미라마,1928
5,0,9,724,0,7,4,0.213,0,6.96,5.32,0,0.0,0,1545,1.64,5,4,15,태이고,1682
0,1,11,258,0,2,0,0.0,1,5.05,2.85,0,0.0,0,1584,2.19,8,6,16,태이고,1906
0,0,8,86,0,2,0,0.0,0,2.63,1.42,0,0.0,0,1019,1.21,5,7,15,미라마,1716
0,1,7,146,1,0,1,0.009,1,5.03,3.93,0,0.0,0,1068,1.1,6,8,16,에란겔,1787
0,0,2,0,0,0,0,0.0,0,0.38,0.0,0,0.0,0,361,0.38,5,13,15,미라마,1536
0,0,0,0,0,0,0,0.0,0,0.01,0.0,0,0.0,0,128,0.01,0,16,16,에란겔,1742
3,0,10,718,1,5,1,0.026,2,4.08,2.6,0,0.0,0,1164,1.47,6,11,17,태이고,1660
1,0,5,116,0,3,0,0.0,0,1.57,0.0,0,0.0,0,748,1.57,5,16,16,미라마,1707
1,1,5,22,0,7,0,0.0,1,8.04,6.67,0,0.02,0,980,1.35,8,9,16,태이고,1743
2,0,8,104,0,5,1,0.008,0,3.62,1.91,0,0.0,0,1076,1.72,6,10,17,미라마,1723
2,0,9,211,0,1,2,0.011,0,2.37,0.0,0,0.0,0,1149,2.37,6,11,15,미라마,1882
1,1,12,219,1,1,1,0.013,1,6.82,4.72,0,0.0,0,1920,2.1,7,2,15,미라마,1923
0,0,6,104,0,0,0,0.0,0,7.47,5.43,0,0.0,0,1365,2.03,7,10,16,에란겔,1867
0,1,7,115,0,3,0,0.0,0,6.94,5.44,0,0.0,0,1501,1.5,4,6,15,태이고,1734
0,0,3,98,0,0,0,0.0,0,1.35,0.46,0,0.0,0,633,0.89,8,12,15,에란겔,1682
2,0,4,222,0,3,0,0.0,1,4.81,3.57,0,0.0,0,1039,1.23,5,10,15,태이고,1849
0,0,0,0,0,0,0,0.0,0,0.04,0.0,0,0.0,0,164,0.04,2,16,16,에란겔,1847
0,0,4,64,0,2,0,0.0,0,0.38,0.0,0,0.0,0,463,0.38,4,15,17,미라마,1856
0,0,5,202,0,0,0,0.0,0,5.42,4.56,0,0.0,0,833,0.86,4,12,16,에란겔,1525
1,1,6,49,0,0,1,0.076,0,6.77,5.04,0,0.0,0,1355,1.73,4,3,16,에란겔,1665
1,2,3,208,0,4,2,0.016,0,0.75,0.0,0,0.0,0,482,0.75,7,10,16,미라마,1834
1,1,14,284,1,3,2,0.235,0,7.29,5.54,0,0.0,0,1645,1.76,6,4,16,태이고,1765
0,1,7,191,0,0,1,0.023,1,9.74,7.63,0,0.0,0,1692,2.12,6,1,16,에란겔,1692
0,0,1,0,0,1,0,0.0,0,0.29,0.0,0,0.0,0,309,0.29,3,15,16,미라마,1825
0,2,0,169,0,0,1,0.027,0,0.48,0.27,0,0.0,0,234,0.21,4,4,15,에란겔,1817
0,0,5,0,0,0,0,0.0,0,6.2,5.23,0,0.0,0,799,0.97,6,15,17,미라마,1618
4,0,14,659,2,4,6,0.093,0,5.56,2.88,0,0.0,0,1885,2.68,5,2,16,미라마,1888
0,1,6,102,0,4,0,0.0,0,8.14,7.66,0,0.0,0,827,0.48,3,11,16,태이고,1611
0,0,6,0,0,2,0,0.0,0,9.35,8.25,0,0.0,0,979,1.1,4,12,16,미라마,1758
0,0,2,0,0,2,0,0.0,0,4.25,3.4,0,0.0,0,646,0.85,6,14,16,미라마,1802
0,1,6,48,0,1,0,0.0,2,6.18,4.51,0,0.0,0,1416,1.67,6,6,15,미라마,1632
0,0,9,96,0,1,0,0.0,0,6.7,5.2,0,0.0,0,1330,1.5,4,6,17,태이고,1635
0,0,2,24,0,0,0,0.0,0,3.13,2.0,0,0.0,0,622,1.14,4,13,15,에란겔,1819
2,1,5,187,1,0,1,0.026,0,10.0,9.04,0,0.0,0,1312,0.97,5,9,19,미라마,1759
0,1,4,94,0,0,0,0.0,0,3.51,1.52,0,0.0,0,1093,1.99,4,12,18,에란겔,1870
0,0,7,124,0,11,0,0.0,0,12.17,10.99,0,0.0,0,1168,1.18,7,11,15,미라마,1718
3,0,11,419,0,6,2,0.045,0,3.62,1.46,0,0.0,0,1655,2.16,6,4,15,에란겔,1842
0,0,3,0,0,0,0,0.0,0,7.79,6.23,0,0.0,0,1267,1.56,6,7,16,에란겔,1803
0,0,4,100,0,0,1,0.008,0,3.17,2.16,0,0.0,0,664,1.0,5,13,17,태이고,1760
1,3,6,463,1,8,1,0.138,0,4.78,2.4,0,0.0,0,1568,2.38,8,5,16,에란겔,1882
2,1,2,363,1,1,1,0.104,0,3.36,0.76,0,0.0,0,819,2.59,4,9,16,에란겔,1783
1,0,7,133,0,6,1,0.015,1,7.89,6.76,0,0.0,0,1288,1.12,8,7,15,에란겔,1849
2,3,6,171,0,1,2,0.162,0,5.36,3.32,0,0.0,0,1214,2.04,7,6,16,태이고,1577
0,0,0,51,0,0,0,0.0,0,0.22,0.0,0,0.0,0,193,0.22,3,15,15,미라마,1895
2,1,9,247,0,5,1,0.035,0,4.88,2.69,0,0.0,0,1363,2.19,5,2,15,에란겔,1781
4,2,8,335,2,1,3,0.118,0,7.08,4.73,0,0.0,0,1674,2.35,3,1,16,에란겔,1674
0,0,0,26,0,0,0,0.0,0,0.29,0.0,0,0.0,0,358,0.29,7,9,15,태이고,1825
1,1,7,419,0,6,2,0.018,0,8.5,7.73,0,0.0,0,1082,0.77,5,11,17,에란겔,1865
8,2,7,1050,0,10,2,0.022,0,4.69,1.92,0,0.0,0,1795,2.77,3,2,16,미라마,1798
2,0,0,372,0,0,1,0.03,0,0.79,0.0,0,0.0,0,553,0.79,2,9,16,에란겔,1359
0,0,0,68,0,0,0,0.0,0,6.67,5.22,0,0.0,0,1202,1.45,5,8,16,태이고,1839
2,0,3,329,0,7,2,0.026,0,5.22,3.78,0,0.0,0,1023,1.45,4,5,16,미라마,1934
0,0,0,0,0,0,0,0.0,0,0.01,0.0,0,0.0,0,82,0.01,1,10,15,태이고,1755
1,0,1,87,0,1,1,0.039,0,0.67,0.0,0,0.0,0,459,0.67,4,13,16,태이고,1961
2,0,3,327,0,1,0,0.0,0,5.46,3.55,0,0.0,0,1562,1.91,6,4,16,에란겔,1729
0,0,0,0,0,1,0,0.0,0,0.22,0.0,0,0.0,0,379,0.22,2,14,16,에란겔,1513
0,0,3,40,0,7,0,0.0,0,7.31,6.18,0,0.0,0,718,1.13,4,11,15,에란겔,1435
0,1,0,49,0,0,0,0.0,1,1.43,0.78,0,0.0,0,491,0.65,3,2,15,에란겔,1578
0,0,3,472,0,4,0,0.0,0,3.68,0.88,0,0.0,0,1437,2.81,4,7,16,미라마,1916
5,0,12,736,2,8,7,0.218,0,9.42,7.55,0,0.0,0,1862,1.88,4,1,16,에란겔,1862
0,0,1,0,0,0,0,0.0,0,3.13,2.12,0,0.0,0,605,1.01,5,10,16,태이고,1755
3,1,4,275,0,2,0,0.0,0,4.55,3.04,0,0.0,0,1519,1.51,3,4,16,에란겔,1687
1,1,2,324,0,2,0,0.0,1,6.81,5.71,0,0.0,0,1002,1.1,6,11,15,미라마,1880
1,1,4,221,0,11,1,0.016,0,7.83,6.14,0,0.0,1,1373,1.69,8,5,17,태이고,1774
1,0,3,108,0,2,2,0.118,0,7.87,6.51,0,0.0,0,1280,1.36,3,9,15,미라마,1870
1,0,1,237,0,0,0,0.0,0,7.12,5.68,0,0.0,0,913,1.44,5,10,16,태이고,1782
2,0,3,404,0,2,0,0.0,0,8.06,6.11,0,0.0,0,1344,1.95,6,7,17,미라마,1880
0,0,1,0,0,4,0,0.0,0,2.73,1.62,0,0.0,0,668,1.11,3,9,16,미라마,1875
0,1,4,181,0,3,1,0.026,1,4.59,2.45,0,0.0,0,1321,2.14,5,3,17,에란겔,1463
2,1,4,163,0,8,2,0.229,0,4.4,2.1,0,0.0,0,1071,2.3,5,6,16,에란겔,1800
6,4,9,873,0,6,5,0.327,1,8.58,5.71,0,0.0,0,1763,2.86,3,3,17,미라마,1892
0,0,1,0,0,0,1,0.01,0,2.2,1.14,0,0.0,0,540,1.06,3,17,19,미라마,1792
2,0,1,359,1,0,1,0.164,0,0.4,0.0,0,0.0,0,486,0.4,3,15,18,미라마,1825
1,0,4,199,0,0,2,0.066,1,3.04,0.92,0,0.0,0,1250,2.13,3,6,18,태이고,1914
1,0,6,309,0,5,0,0.0,0,4.29,2.84,0,0.0,0,1878,1.46,6,2,17,에란겔,1964
3,1,8,314,0,23,0,0.0,3,5.57,3.31,0,0.0,0,1624,2.26,5,5,18,태이고,1887
4,3,8,696,2,2,5,0.124,0,6.32,2.98,0,0.04,1,1705,3.29,4,1,16,에란겔,1820
1,1,4,0,0,2,0,0.0,0,4.06,3.04,0,0.0,1,852,1.02,2,1,18,에란겔,1704
3,4,3,645,0,0,2,0.177,1,2.83,0.67,0,0.0,0,1663,2.16,5,1,19,태이고,1663
1,0,3,294,0,4,1,0.067,1,4.31,2.49,0,0.0,0,1362,1.82,4,8,16,에란겔,1935
1,1,4,133,0,4,0,0.0,0,6.88,4.9,0,0.0,0,1430,1.98,5,2,16,미라마,1664
0,0,1,30,0,2,0,0.0,0,2.69,1.06,0,0.0,0,898,1.63,2,13,17,태이고,1772
0,0,0,0,0,0,0,0.0,0,4.11,2.93,0,0.0,0,500,1.19,4,17,17,미라마,1842
2,1,8,508,0,6,0,0.0,0,4.97,2.99,0,0.0,0,1576,1.98,4,3,16,미라마,1849
0,0,0,0,0,0,0,0.0,0,0.9,0.0,0,0.0,0,374,0.9,5,15,16,태이고,1686
0,0,5,150,0,11,0,0.0,1,8.11,6.42,0,0.0,0,1628,1.69,3,10,16,미라마,1896
0,0,1,49,0,1,0,0.0,0,4.02,2.96,0,0.0,0,825,1.06,5,14,16,에란겔,1828
0,0,2,25,0,1,0,0.0,0,1.9,0.78,0,0.0,0,617,1.12,8,14,16,미라마,1732
2,0,3,326,0,1,1,0.232,1,2.82,1.72,0,0.0,0,1055,1.1,4,11,15,미라마,1876
2,0,2,175,0,0,1,0.017,0,3.59,1.55,0,0.0,0,1197,2.04,6,9,16,에란겔,1854
1,0,3,365,1,2,2,0.26,0,7.94,5.97,0,0.0,0,1176,1.98,4,9,17,미라마,1939
4,1,5,407,1,5,1,0.057,2,6.79,4.83,0,0.0,0,1699,1.96,4,5,16,미라마,1852
1,1,2,137,1,2,1,0.014,0,3.97,2.74,0,0.0,0,791,1.23,3,7,18,미라마,1889
3,1,8,657,0,11,1,0.229,0,8.79,7.41,0,0.0,0,1823,1.38,4,2,17,태이고,1827
0,0,0,23,0,0,0,0.0,0,0.39,0.0,0,0.0,0,345,0.39,2,11,16,에란겔,1758
2,1,7,462,1,3,2,0.181,0,3.38,0.62,0,0.0,0,1448,2.76,5,6,16,미라마,1867
0,2,8,21,0,8,0,0.0,1,7.22,5.8,0,0.0,0,1387,1.43,6,5,15,에란겔,1615
1,0,0,100,0,0,0,0.0,0,0.2,0.0,0,0.0,0,191,0.2,4,13,16,태이고,1726
0,0,9,0,0,1,0,0.0,0,5.97,4.3,0,0.0,0,1402,1.67,7,3,17,미라마,1865
0,0,0,23,0,0,0,0.0,0,0.12,0.0,0,0.0,0,151,0.12,5,14,16,태이고,1790
0,0,1,0,0,0,0,0.0,0,0.21,0.0,0,0.0,0,209,0.21,2,12,15,미라마,1866
0,1,10,221,0,2,1,0.046,0,5.13,3.73,0,0.0,0,1667,1.4,6,1,17,에란겔,1667
0,0,6,0,0,6,0,0.0,0,8.66,8.01,0,0.01,0,894,0.63,4,8,17,에란겔,1715
0,0,11,30,0,8,0,0.0,0,7.7,6.55,0,0.0,0,1612,1.16,4,3,16,에란겔,1844
2,0,3,254,0,2,2,0.019,0,0.44,0.0,0,0.0,0,517,0.44,3,13,16,태이고,1824
0,0,3,0,0,0,0,0.0,0,4.99,4.42,0,0.0,0,774,0.57,4,10,17,에란겔,1684
0,0,11,302,0,2,0,0.0,0,7.23,5.89,0,0.0,0,1626,1.34,6,2,15,태이고,1825
0,0,10,81,0,15,0,0.0,0,7.39,5.48,0,0.0,0,1493,1.91,5,4,15,태이고,1632
0,0,0,0,0,0,0,0.0,0,2.34,1.53,0,0.02,0,498,0.79,4,15,19,에란겔,1925
0,0,2,0,0,0,0,0.0,0,5.11,4.22,0,0.0,0,800,0.89,5,5,15,미라마,1876
0,1,13,233,0,4,1,0.068,2,2.64,1.25,0,0.0,0,1872,1.38,7,2,17,미라마,1884
0,0,3,21,0,0,0,0.0,0,0.92,0.33,0,0.0,0,740,0.59,5,5,16,미라마,1731
3,2,2,301,1,4,1,0.252,1,9.15,7.67,0,0.0,0,1286,1.48,5,8,15,태이고,1822
0,0,5,27,0,1,0,0.0,0,6.6,5.62,0,0.0,0,1067,0.97,7,2,16,태이고,1700
3,2,8,602,1,6,3,0.072,1,7.35,5.82,0,0.0,0,1854,1.53,7,1,15,에란겔,1854
1,0,8,183,0,6,0,0.0,0,6.37,5.18,0,0.0,0,1771,1.19,7,2,15,에란겔,1774
1,0,3,0,0,2,0,0.0,0,4.55,1.83,0,0.0,0,891,2.72,5,9,15,에란겔,1945
0,0,3,0,0,2,0,0.0,0,1.72,0.3,0,0.0,0,618,1.42,6,12,15,에란겔,1840
0,1,3,108,0,0,0,0.0,0,2.49,1.05,0,0.0,0,1111,1.43,5,6,16,에란겔,1808
0,0,0,82,0,0,0,0.0,0,0.84,0.22,0,0.0,0,401,0.62,7,12,16,태이고,1900
1,3,6,303,1,9,1,0.04,0,5.31,3.85,0,0.0,0,1501,1.46,8,5,16,에란겔,1868
1,0,4,151,0,12,1,0.024,0,5.06,3.79,0,0.0,0,1219,1.27,7,7,15,태이고,1872
0,0,2,70,0,0,0,0.0,0,2.8,2.36,0,0.0,0,574,0.44,7,13,16,태이고,1778
0,1,9,217,0,8,0,0.0,0,9.27,5.85,0,0.0,0,1846,3.42,3,2,16,에란겔,1849
0,1,5,200,1,1,2,0.045,1,7.29,5.97,0,0.0,0,1513,1.32,7,3,15,미라마,1878
1,1,9,253,0,3,1,0.356,0,10.07,8.24,0,0.0,0,1803,1.83,7,2,16,미라마,1896
0,0,3,0,0,2,0,0.0,0,4.56,4.17,0,0.0,0,590,0.39,6,11,16,태이고,1511
1,0,6,96,0,0,0,0.0,0,6.43,5.27,0,0.0,0,1090,1.16,4,11,15,태이고,1766
1,3,8,200,0,3,1,0.027,0,11.25,9.45,0,0.0,0,1928,1.79,5,1,16,태이고,1928
0,0,7,203,0,3,0,0.0,0,3.51,2.68,0,0.0,0,1309,0.83,5,8,16,에란겔,1621
