dbnos,assists,boosts,damage_dealt,headshot_kills,heals,kills,longest_kill,revives,total_distance,ride_distance,road_kills,swim_distance,vehicle_destroys,time_survived,walk_distance,weapons_acquired,win_place,team_count,map_name,duration
1,0,4,323,0,1,1,0.029,0,5.8,4.52,0,0.0,0,1245,1.28,10,5,16,에란겔,1726
0,0,1,151,0,0,0,0.0,0,3.55,2.33,0,0.0,0,989,1.22,12,12,15,에란겔,1793
0,0,1,0,0,0,0,0.0,0,3.7,2.9,0,0.0,0,609,0.8,6,6,17,에란겔,1954
1,0,7,243,0,1,0,0.0,0,4.14,2.33,0,0.0,0,1348,1.81,8,7,16,미라마,1754
0,0,0,48,0,0,0,0.0,0,0.99,0.0,0,0.01,0,445,0.98,5,15,15,에란겔,1800
1,0,1,123,1,1,1,0.042,1,0.56 ,0.00 ,0,0.00 ,0,551,0.56 ,4,11,16,태이고,1624
4,1,16,513,0,2,3,0.131,1,6.35 ,5.11 ,0,0.00 ,0,1679,1.24 ,8,4,15,에란겔,1885
4,2,15,469,1,4,4,0.167,3,5.71 ,3.24 ,0,0.00 ,0,1769,2.46 ,7,3,16,미라마,1812
0,0,0,0,0,0,0,0.0,0,0.70 ,0.00 ,0,0.00 ,0,339,0.70 ,6,15,16,태이고,1905
0,0,0,0,0,0,0,0.0,0,0.36 ,0.00 ,0,0.00 ,0,260,0.36 ,7,11,16,미라마,1855
2,0,7,237,0,1,2,0.187,0,6.26 ,4.80 ,0,0.00 ,0,1377,1.46 ,3,3,15,미라마,1895
0,0,7,183,0,4,1,0.126,2,5.52 ,3.23 ,0,0.00 ,0,1450,2.28 ,6,5,15,미라마,1873
1,0,13,157,2,4,3,0.147,0,7.87 ,5.76 ,0,0.00 ,0,1723,2.11 ,13,1,16,에란겔,1723
0,0,5,47,0,6,0,0.0,0,8.08 ,6.93 ,0,0.00 ,0,1024,1.15 ,3,6,16,에란겔,1826
3,0,5,250,0,1,2,0.022,0,0.69 ,0.00 ,0,0.00 ,0,550,0.69 ,3,13,16,에란겔,1939
0,0,6,0,0,0,0,0.0,0,4.37 ,3.37 ,0,0.00 ,0,693,1.00 ,6,9,17,태이고,1348
0,0,0,19,0,0,0,0.0,0,0.05 ,0.00 ,0,0.00 ,0,101,0.05 ,2,17,17,태이고,1934
0,1,1,84,0,0,0,0.0,1,0.53 ,0.00 ,0,0.00 ,0,357,0.53 ,5,14,16,태이고,1636
0,0,0,0,0,0,0,0.0,0,0.15 ,0.00 ,0,0.00 ,0,176,0.15 ,2,16,16,미라마,1289
1,0,5,121,0,1,1,0.012,0,5.44 ,4.38 ,0,0.00 ,0,939,1.06 ,5,4,15,미라마,1277
0,0,0,0,0,0,0,0.0,0,0.45 ,0.00 ,0,0.00 ,0,272,0.45 ,5,14,16,미라마,1711
6,2,17,710,0,4,5,0.065,1,3.97 ,1.93 ,0,0.00 ,2,1863,2.04 ,10,1,16,태이고,1863
0,0,1,33,0,0,0,0.0,0,0.09 ,0.00 ,0,0.00 ,0,216,0.09 ,3,15,16,에란겔,1892
4,2,14,953,2,6,7,0.074,1,1.71 ,0.00 ,0,0.00 ,0,1943,1.71 ,15,1,17,미라마,1943
1,1,4,194,0,0,0,0.0,0,7.25 ,5.99 ,0,0.00 ,1,1143,1.25 ,4,12,16,태이고,1729
0,0,2,0,0,11,0,0.0,1,7.13 ,6.14 ,0,0.08 ,0,966,0.91 ,4,10,16,에란겔,1625
2,3,4,309,1,4,3,0.147,2,3.67 ,0.00 ,0,0.00 ,0,1357,3.67 ,10,5,15,미라마,1873
3,0,2,476,3,0,3,0.204,0,5.32 ,3.49 ,0,0.00 ,0,1448,1.84 ,5,4,16,미라마,1843
3,1,4,628,0,0,1,0.083,1,4.11 ,2.61 ,0,0.00 ,0,1557,1.50 ,4,5,17,태이고,1908
0,0,4,19,0,4,0,0.0,0,5.72 ,4.99 ,0,0.00 ,0,1175,0.74 ,6,3,16,미라마,1917
1,0,0,191,0,0,0,0.0,0,0.42 ,0.02 ,0,0.00 ,0,488,0.40 ,3,14,17,에란겔,1675
0,0,5,0,0,1,0,0.0,0,2.69 ,2.11 ,0,0.00 ,0,741,0.58 ,5,12,15,미라마,1887
6,1,3,956,1,3,4,0.261,0,2.65 ,0.59 ,0,0.00 ,0,1477,2.06 ,3,3,16,에란겔,1769
0,0,6,113,1,1,1,0.003,0,6.31 ,5.31 ,0,0.00 ,0,1273,1.01 ,6,7,16,미라마,1875
4,3,1,361,1,1,1,0.026,0,6.07 ,4.48 ,0,0.00 ,0,1093,1.59 ,5,11,16,에란겔,1595
1,2,8,254,0,2,1,0.049,0,11.26 ,9.93 ,0,0.00 ,0,1746,1.33 ,9,1,15,태이고,1827
0,0,0,0,0,0,0,0.0,0,3.21 ,2.70 ,0,0.00 ,0,512,0.51 ,3,12,13,태이고,1901
3,2,4,499,1,1,1,0.042,0,6.59 ,5.67 ,0,0.00 ,0,1324,0.92 ,6,7,17,에란겔,1895
1,0,2,108,1,1,1,0.121,0,5.44 ,4.40 ,0,0.00 ,0,1294,1.04 ,6,9,17,에란겔,1793
2,0,7,293,2,6,3,0.26,0,5.53 ,3.58 ,0,0.00 ,0,1667,1.96 ,6,1,16,미라마,1667
2,0,6,433,1,6,2,0.256,0,8.19 ,7.11 ,0,0.00 ,0,1269,1.08 ,7,6,16,미라마,1882
0,0,0,100,1,0,1,0.004,1,0.10 ,0.00 ,0,0.00 ,0,229,0.10 ,1,14,15,에란겔,1829
1,0,3,100,0,1,0,0.0,0,8.42 ,7.34 ,0,0.00 ,0,1072,1.07 ,5,10,16,에란겔,1634
2,1,7,278,1,1,1,0.054,0,4.56 ,3.78 ,0,0.00 ,0,1218,0.78 ,6,7,16,태이고,1846
1,1,6,157,1,0,1,0.044,0,5.10 ,4.12 ,0,0.00 ,0,995,0.98 ,7,12,16,미라마,1870
0,0,0,51,0,0,0,0.0,0,0.07 ,0.00 ,0,0.00 ,0,179,0.07 ,4,15,16,태이고,1915
3,1,10,566,2,4,3,0.058,1,5.91 ,4.56 ,0,0.00 ,0,1880,1.35 ,3,1,15,태이고,1880
2,3,10,393,1,4,3,0.244,0,3.63 ,0.85 ,0,0.00 ,0,1881,2.78 ,8,1,16,에란겔,1881
2,1,8,499,2,6,3,0.184,0,2.43 ,1.05 ,0,0.00 ,0,1494,1.38 ,5,7,16,에란겔,1772
0,0,4,81,0,0,0,0.0,0,7.06 ,5.56 ,0,0.00 ,0,1475,1.50 ,3,5,16,태이고,1857
1,0,0,100,0,0,0,0.0,1,0.41 ,0.00 ,0,0.00 ,0,453,0.41 ,5,16,17,에란겔,1871
1,2,3,143,0,1,0,0.0,0,1.64 ,0.00 ,0,0.00 ,0,1298,1.64 ,7,4,17,태이고,1735
0,0,0,0,0,0,0,0.0,0,0.19 ,0.00 ,0,0.00 ,0,205,0.19 ,2,15,16,에란겔,1819
1,3,9,356,0,3,1,0.246,3,3.37 ,1.26 ,0,0.00 ,0,1608,2.10 ,10,4,15,태이고,1753
0,0,0,0,0,0,0,0.0,0,0.16 ,0.00 ,0,0.00 ,0,274,0.16 ,3,14,16,에란겔,1927
2,1,8,323,2,1,3,0.091,0,4.39 ,2.96 ,0,0.00 ,0,1414,1.43 ,13,4,17,태이고,1588
3,2,11,463,2,3,2,0.068,0,4.22 ,1.98 ,0,0.00 ,0,1886,2.24 ,10,3,16,미라마,1893
5,2,5,1097,3,2,5,0.124,4,3.10 ,1.23 ,0,0.00 ,0,1835,1.88 ,10,1,17,에란겔,1835
0,0,6,121,0,8,0,0.0,0,3.75 ,2.53 ,0,0.00 ,0,1303,1.22 ,8,6,16,에란겔,1604
3,0,9,456,0,4,1,0.071,0,3.39 ,2.23 ,0,0.00 ,0,1276,1.16 ,8,9,16,미라마,1739
2,0,10,406,2,2,2,0.074,1,4.70 ,2.99 ,0,0.00 ,2,1840,1.71 ,7,1,16,태이고,1840
1,0,0,100,0,0,1,0.051,0,1.12 ,0.00 ,0,0.00 ,0,549,1.12 ,3,10,16,에란겔,1669
0,0,0,0,0,2,0,0.0,0,4.36 ,3.45 ,0,0.00 ,0,740,0.91 ,6,4,15,미라마,1894
0,0,1,57,0,0,0,0.0,0,0.73 ,0.00 ,0,0.00 ,0,428,0.73 ,6,6,15,태이고,1856
1,1,6,219,1,0,2,0.099,1,2.83 ,2.21 ,0,0.00 ,0,829,0.62 ,8,12,16,에란겔,1692
0,0,4,121,0,2,0,0.0,0,5.05 ,3.62 ,0,0.00 ,0,1136,1.43 ,4,8,16,미라마,1860
0,0,9,38,0,3,0,0.0,0,5.79 ,3.27 ,0,0.02 ,0,1830,2.50 ,7,6,16,에란겔,1941
2,0,2,178,1,0,2,0.341,0,6.57 ,5.57 ,0,0.00 ,0,1250,1.00 ,7,2,15,미라마,1806
2,1,11,217,1,8,1,0.16,2,6.81 ,4.68 ,0,0.00 ,0,1727,2.14 ,6,3,16,에란겔,1762
5,1,10,679,3,2,5,0.235,2,4.15 ,2.50 ,0,0.00 ,0,1623,1.66 ,8,4,16,태이고,1738
7,1,12,835,5,10,7,0.17,5,4.49 ,2.18 ,0,0.00 ,0,1673,2.30 ,8,1,16,태이고,1673
0,0,0,84,0,0,0,0.0,0,0.14 ,0.00 ,0,0.00 ,0,333,0.14 ,4,14,16,태이고,1839
0,0,8,69,1,1,1,0.37,0,5.45 ,3.98 ,0,0.00 ,0,1541,1.48 ,6,4,16,에란겔,1865
6,0,10,494,3,7,4,0.022,0,5.84 ,4.49 ,0,0.00 ,0,1939,1.35 ,5,1,16,에란겔,1939
1,0,2,175,0,1,0,0.0,0,2.33 ,1.09 ,0,0.00 ,0,871,1.24 ,6,10,17,태이고,1851
0,0,0,27,0,0,0,0.0,0,0.09 ,0.00 ,0,0.00 ,0,245,0.09 ,7,5,16,태이고,1707
0,0,6,18,0,6,0,0.0,0,4.08 ,2.05 ,0,0.00 ,0,1469,2.02 ,6,6,15,태이고,1902
0,0,0,0,0,1,0,0.0,0,7.82 ,7.14 ,0,0.00 ,0,702,0.67 ,4,15,16,에란겔,1727
1,0,6,292,0,2,1,0.062,1,9.60 ,8.05 ,0,0.00 ,0,1455,1.55 ,6,9,16,태이고,1905
3,1,9,499,0,4,2,0.169,1,11.49 ,10.07 ,0,0.00 ,0,1776,1.42 ,5,2,16,태이고,1779
2,0,7,273,0,1,1,0.253,0,9.25 ,7.87 ,0,0.00 ,0,1497,1.37 ,4,4,15,태이고,1907
0,0,0,71,0,0,0,0.0,0,2.49 ,1.83 ,0,0.00 ,0,771,0.66 ,2,11,16,에란겔,1904
3,0,10,481,2,7,2,0.429,2,10.16 ,8.99 ,0,0.00 ,0,1702,1.17 ,5,3,16,에란겔,1744
0,0,4,24,0,0,0,0.0,0,2.40 ,1.04 ,0,0.00 ,0,1139,1.36 ,5,8,16,에란겔,1901
0,0,0,0,0,0,0,0.0,0,2.36 ,1.52 ,0,0.00 ,0,520,0.85 ,5,14,15,태이고,1828
2,0,3,429,0,2,1,0.114,0,2.86 ,1.24 ,0,0.05 ,0,1250,1.57 ,4,8,16,에란겔,1596
0,0,7,0,0,5,0,0.0,0,9.50 ,8.31 ,0,0.00 ,0,1292,1.19 ,7,7,15,에란겔,1654
1,0,7,165,0,3,1,0.208,1,5.63 ,4.53 ,0,0.00 ,1,1287,1.10 ,4,8,16,태이고,1871
0,0,0,0,0,0,0,0.0,0,0.31 ,0.00 ,0,0.00 ,0,288,0.31 ,4,13,16,태이고,1860
0,0,1,20,0,0,0,0.0,0,7.96 ,7.54 ,0,0.00 ,0,1078,0.42 ,3,14,16,에란겔,1890
0,0,0,0,0,0,0,0.0,0,1.20 ,0.67 ,0,0.00 ,0,414,0.53 ,3,8,16,미라마,1822
2,1,6,183,1,0,2,0.232,0,1.98 ,0.92 ,0,0.00 ,0,1744,1.06 ,4,3,16,에란겔,1879
1,0,5,56,0,0,0,0.0,0,4.03 ,3.15 ,0,0.00 ,0,839,0.88 ,4,11,17,태이고,1686
0,0,7,13,0,14,0,0.0,0,8.48 ,7.46 ,0,0.00 ,0,1507,1.02 ,7,5,16,에란겔,1867
0,0,1,0,0,0,0,0.0,0,8.76 ,7.99 ,0,0.00 ,0,793,0.77 ,4,10,15,태이고,1808
3,0,6,361,1,6,3,0.216,0,5.27 ,4.40 ,0,0.00 ,0,1303,0.86 ,3,8,17,에란겔,1817
0,1,6,113,0,3,0,0.0,1,3.31 ,2.40 ,0,0.00 ,0,1465,0.92 ,5,3,16,태이고,1769
0,0,4,203,0,2,0,0.0,0,5.62 ,4.87 ,0,0.00 ,0,881,0.75 ,4,13,18,에란겔,1843
0,0,4,0,0,0,0,0.0,0,5.77 ,4.88 ,0,0.00 ,0,1163,0.89 ,5,13,16,에란겔,1727
1,1,5,151,1,7,1,0.061,0,5.82 ,4.75 ,0,0.00 ,0,1300,1.08 ,7,8,16,에란겔,1874
1,1,2,211,0,1,0,0.0,0,6.52 ,5.47 ,0,0.00 ,1,1254,1.06 ,6,8,16,에란겔,1851
1,1,8,190,0,2,0,0.0,1,3.43 ,1.92 ,0,0.00 ,1,1463,1.52 ,5,7,16,태이고,1813
0,0,0,100,0,0,1,0.006,0,2.99 ,2.24 ,0,0.00 ,0,507,0.75 ,5,10,17,태이고,1571
0,0,4,0,0,2,0,0.0,0,8.62 ,6.70 ,0,0.04 ,0,940,1.88 ,6,3,16,태이고,1836
4,0,5,577,0,3,0,0.0,2,6.12 ,4.63 ,0,0.00 ,0,1693,1.49 ,8,2,16,에란겔,1707
0,0,8,161,0,3,0,0.0,0,7.64 ,6.70 ,0,0.00 ,1,1499,0.93 ,4,4,15,미라마,1720
0,0,2,0,0,0,0,0.0,0,6.08 ,5.39 ,0,0.00 ,0,726,0.69 ,4,13,16,미라마,1747
0,0,3,43,0,0,0,0.0,0,3.68 ,2.29 ,0,0.00 ,0,1561,1.39 ,3,2,16,미라마,1759
0,0,4,0,0,1,0,0.0,0,5.88 ,4.88 ,0,0.00 ,0,1309,1.00 ,4,2,15,미라마,1641
2,1,11,341,1,7,2,0.142,2,5.75 ,4.63 ,0,0.00 ,0,1774,1.12 ,4,1,16,에란겔,1774
3,0,8,284,0,2,2,0.082,1,7.68 ,6.25 ,0,0.00 ,1,1647,1.43 ,6,4,16,태이고,1701
0,0,2,0,0,0,0,0.0,0,3.25 ,2.64 ,0,0.00 ,0,562,0.61 ,5,11,15,태이고,1660
6,1,9,662,0,3,2,0.044,0,7.35 ,6.15 ,0,0.00 ,0,1387,1.20 ,4,8,16,에란겔,1878
1,0,3,100,0,0,0,0.0,1,8.96 ,8.38 ,0,0.00 ,0,1144,0.57 ,7,7,16,에란겔,1909
0,0,7,87,0,3,0,0.0,0,5.24 ,4.33 ,0,0.00 ,0,1223,0.91 ,6,3,15,미라마,1734
0,0,6,0,0,0,0,0.0,0,7.04 ,6.36 ,0,0.00 ,0,805,0.68 ,5,11,15,에란겔,1900
2,1,3,236,0,1,1,0.151,0,4.70 ,3.59 ,0,0.00 ,1,1327,1.11 ,5,5,15,미라마,1706
1,0,3,290,1,1,2,0.025,0,5.81 ,5.02 ,0,0.00 ,0,719,0.79 ,6,13,16,에란겔,1914
0,1,5,89,0,4,0,0.0,0,10.40 ,9.63 ,0,0.00 ,0,1319,0.77 ,6,10,16,태이고,1934
0,1,0,0,0,0,0,0.0,0,3.61 ,2.87 ,0,0.00 ,0,722,0.74 ,5,14,16,에란겔,1763
0,0,2,0,0,2,0,0.0,0,5.09 ,4.53 ,0,0.00 ,0,626,0.56 ,4,14,15,미라마,1746
1,0,7,168,0,7,1,0.016,0,10.24 ,8.76 ,0,0.00 ,0,1485,1.47 ,5,6,16,태이고,1915
1,0,0,0,0,0,0,0.0,0,0.99 ,0.00 ,0,0.58 ,0,616,0.41 ,4,10,15,에란겔,1704
1,0,7,338,1,4,1,0.005,1,2.40 ,1.35 ,0,0.00 ,0,1458,1.05 ,4,5,16,에란겔,1837
0,2,4,25,0,7,0,0.0,1,5.16 ,4.20 ,0,0.00 ,0,1370,0.96 ,4,2,15,에란겔,1719
2,3,4,323,1,2,3,0.238,0,4.27 ,2.30 ,0,0.00 ,0,1242,1.97 ,9,1,16,태이고,1242
0,1,2,75,0,0,0,0.0,0,4.97 ,4.14 ,0,0.00 ,0,714,0.83 ,4,13,16,미라마,1664
0,0,0,0,0,0,0,0.0,0,0.06 ,0.00 ,0,0.00 ,0,108,0.06 ,1,16,16,에란겔,1619
0,0,0,0,0,0,0,0.0,0,0.56 ,0.00 ,0,0.00 ,0,342,0.56 ,6,16,16,태이고,1706
2,0,4,403,2,2,3,0.022,1,3.58 ,1.71 ,0,0.00 ,0,1138,1.87 ,8,5,15,미라마,1956
0,0,1,21,0,0,0,0.0,1,3.87 ,3.18 ,0,0.00 ,0,718,0.69 ,4,4,15,미라마,1794
1,0,0,210,0,2,0,0.0,3,2.52 ,2.03 ,0,0.00 ,0,613,0.49 ,5,14,16,에란겔,1734
0,0,0,0,0,0,0,0.0,0,0.28 ,0.00 ,0,0.00 ,0,365,0.28 ,3,7,17,에란겔,1239
1,1,0,148,1,0,1,0.002,0,0.08 ,0.00 ,0,0.00 ,0,144,0.08 ,3,4,16,미라마,1734
0,0,0,12,0,0,0,0.0,0,0.00 ,0.00 ,0,0.00 ,0,73,0.00 ,0,15,16,에란겔,1494
0,0,0,0,0,0,0,0.0,0,0.03 ,0.00 ,0,0.00 ,0,104,0.03 ,0,15,16,미라마,1535
0,1,2,38,0,0,0,0.0,0,5.38 ,4.45 ,0,0.00 ,0,649,0.92 ,6,8,16,태이고,1692
0,0,0,0,0,2,0,0.0,0,0.06 ,0.00 ,0,0.00 ,0,172,0.06 ,1,16,16,에란겔,1457
1,0,1,153,0,0,0,0.0,0,0.07 ,0.00 ,0,0.00 ,0,126,0.07 ,3,16,16,에란겔,1496
0,0,0,0,0,0,0,0.0,0,0.03 ,0.00 ,0,0.00 ,0,146,0.03 ,2,15,15,미라마,1868
0,0,3,51,0,0,0,0.0,1,1.68 ,0.73 ,0,0.00 ,0,991,0.95 ,5,10,16,태이고,1855
2,0,3,250,2,0,3,0.113,0,5.57 ,4.29 ,0,0.00 ,1,788,1.29 ,3,11,15,에란겔,1946
1,1,10,364,2,8,3,0.035,2,8.15 ,6.83 ,0,0.00 ,0,1431,1.31 ,6,2,16,미라마,1860
0,1,9,256,1,4,1,0.025,2,7.92 ,5.64 ,0,0.00 ,0,1619,2.28 ,5,4,16,미라마,1848
3,0,6,161,0,5,3,0.149,0,5.33 ,3.68 ,0,0.00 ,0,1307,1.65 ,4,7,16,에란겔,1875
1,0,2,198,1,1,2,0.036,0,2.72 ,1.49 ,0,0.00 ,1,1010,1.23 ,7,12,15,에란겔,1888
1,1,2,132,0,0,0,0.0,0,5.18 ,3.64 ,0,0.00 ,0,1114,1.54 ,8,6,15,미라마,1691
0,1,6,85,0,5,0,0.0,0,10.61 ,9.20 ,0,0.00 ,0,962,1.41 ,5,11,16,태이고,1632
0,0,1,75,0,1,0,0.0,0,0.30 ,0.00 ,0,0.00 ,0,376,0.30 ,6,15,15,태이고,1855
2,0,2,387,0,0,2,0.042,2,3.93 ,2.77 ,0,0.00 ,0,1471,1.17 ,5,12,15,태이고,1920
1,0,5,149,1,3,2,0.106,0,4.49 ,3.56 ,0,0.00 ,0,1062,0.93 ,7,12,15,미라마,1910
1,2,6,293,2,5,3,0.295,1,5.10 ,2.98 ,0,0.00 ,0,1740,2.12 ,8,2,17,에란겔,1802
2,0,3,222,0,3,1,0.031,0,3.32 ,2.29 ,0,0.20 ,0,1062,0.83 ,9,9,16,태이고,1738
0,1,2,163,0,2,0,0.0,0,3.26 ,2.11 ,0,0.00 ,0,1132,1.15 ,5,11,16,미라마,1907
0,1,2,0,0,0,0,0.0,0,5.13 ,4.59 ,0,0.00 ,0,680,0.54 ,9,10,16,태이고,1856
1,3,3,101,0,0,1,0.122,1,5.31 ,3.80 ,0,0.00 ,0,1340,1.52 ,7,6,16,태이고,1882
2,0,9,390,1,8,2,0.17,2,9.41 ,7.69 ,0,0.00 ,0,1572,1.72 ,4,4,15,에란겔,1816
0,2,10,124,0,8,0,0.0,1,11.63 ,6.23 ,0,0.00 ,0,1833,5.40 ,7,1,17,미라마,1833
0,1,0,33,0,0,0,0.0,0,0.06 ,0.00 ,0,0.00 ,0,169,0.06 ,4,7,16,태이고,1874
0,1,3,60,0,0,0,0.0,0,2.70 ,1.47 ,0,0.00 ,0,1267,1.23 ,8,8,15,태이고,1752
1,0,6,100,0,0,0,0.0,0,7.06 ,5.88 ,0,0.00 ,0,1343,1.19 ,6,6,16,에란겔,1693
0,0,3,0,0,8,0,0.0,1,4.95 ,3.97 ,0,0.00 ,0,930,0.98 ,6,5,16,에란겔,1724
0,0,3,57,0,0,0,0.0,0,3.73 ,2.82 ,0,0.00 ,0,795,0.91 ,6,11,15,미라마,1894
1,0,8,328,0,2,1,0.185,1,7.98 ,5.47 ,0,0.00 ,0,1834,2.52 ,8,1,15,태이고,1834
2,0,9,235,1,8,2,0.03,0,8.53 ,7.06 ,0,0.00 ,0,1292,1.47 ,5,8,15,에란겔,1696
2,0,6,306,0,2,3,0.078,1,2.97 ,1.61 ,0,0.00 ,0,1226,1.35 ,7,8,15,태이고,1778
1,0,5,46,0,4,0,0.0,0,4.96 ,2.13 ,0,0.01 ,0,1416,2.82 ,5,3,15,에란겔,1793
1,2,10,384,0,0,3,0.116,0,6.66 ,4.55 ,0,0.00 ,1,1557,2.11 ,5,1,16,태이고,1557
0,1,4,41,0,0,0,0.0,0,3.03 ,2.06 ,0,0.00 ,0,841,0.98 ,6,8,17,에란겔,1553
4,4,8,499,3,5,5,0.24,3,7.47 ,5.44 ,0,0.00 ,1,1348,2.03 ,5,1,16,태이고,1348
3,0,13,462,2,3,4,0.084,0,6.91 ,5.43 ,0,0.00 ,0,1491,1.48 ,8,1,16,태이고,1491
0,1,1,55,0,1,0,0.0,1,0.30 ,0.00 ,0,0.00 ,0,291,0.30 ,3,12,16,에란겔,1672
1,0,0,126,0,0,0,0.0,0,0.02 ,0.00 ,0,0.00 ,0,127,0.02 ,1,17,17,태이고,1860
0,0,0,29,0,0,0,0.0,0,0.06 ,0.00 ,0,0.00 ,0,201,0.06 ,4,16,17,에란겔,1707
1,0,0,75,0,0,1,0.005,0,0.22 ,0.00 ,0,0.00 ,0,354,0.22 ,4,11,16,에란겔,1635
3,0,3,354,0,2,2,0.005,2,3.84 ,2.79 ,0,0.00 ,0,784,1.05 ,6,8,16,에란겔,1827
3,0,2,343,1,1,3,0.014,0,3.69 ,3.09 ,0,0.00 ,0,559,0.59 ,6,9,15,태이고,1422
0,0,0,21,0,0,0,0.0,0,0.13 ,0.00 ,0,0.00 ,0,173,0.13 ,3,15,15,에란겔,1520
0,2,7,488,0,5,1,0.012,1,8.22 ,5.79 ,0,0.00 ,0,1607,2.43 ,6,1,16,미라마,1607
2,1,6,374,0,1,1,0.007,0,4.90 ,3.24 ,0,0.00 ,0,1328,1.67 ,5,5,16,미라마,1587
0,0,7,0,0,1,0,0.0,0,4.86 ,4.04 ,0,0.00 ,0,774,0.81 ,7,9,15,태이고,1654
5,1,11,722,0,5,5,0.318,1,6.20 ,4.83 ,0,0.00 ,0,1588,1.37 ,8,1,16,에란겔,1621
0,1,5,80,0,6,1,0.001,2,4.20 ,3.34 ,0,0.00 ,0,994,0.86 ,7,5,17,에란겔,1075
3,2,10,675,0,4,4,0.167,0,2.64 ,0.53 ,0,0.00 ,0,1520,2.12 ,9,3,16,에란겔,1536
1,3,3,340,0,2,0,0.0,0,6.50 ,4.86 ,0,0.00 ,0,1351,1.64 ,5,7,16,에란겔,1647
2,1,9,249,0,1,2,0.081,0,7.55 ,6.13 ,0,0.00 ,0,1682,1.41 ,9,1,15,에란겔,1682
2,0,1,233,0,1,1,0.045,0,0.31 ,0.00 ,0,0.00 ,0,389,0.31 ,3,13,16,태이고,1654
7,3,12,1176,1,7,8,0.049,2,9.17 ,8.12 ,0,0.00 ,0,1309,1.05 ,6,4,15,태이고,1354
1,2,9,254,1,2,2,0.017,1,9.22 ,8.13 ,0,0.00 ,0,1083,1.08 ,3,8,16,에란겔,1715
4,1,11,509,2,4,6,0.058,2,8.86 ,7.84 ,0,0.00 ,0,1130,1.02 ,6,6,15,태이고,1676
0,1,0,0,0,0,0,0.0,0,0.16 ,0.00 ,0,0.00 ,0,159,0.16 ,5,16,16,태이고,1732
2,1,5,9,0,2,1,0.004,3,3.01 ,2.15 ,0,0.00 ,0,593,0.86 ,5,10,16,태이고,1819
3,5,13,561,2,4,4,0.177,1,7.76 ,6.17 ,0,0.00 ,0,1299,1.58 ,5,4,16,에란겔,1606
3,1,4,335,0,1,4,0.032,1,4.21 ,3.23 ,0,0.00 ,0,585,0.99 ,5,12,16,태이고,1852
2,0,3,188,0,1,0,0.0,0,5.64 ,5.19 ,0,0.00 ,0,645,0.45 ,3,13,17,미라마,1853
4,4,7,799,2,3,4,0.028,0,5.58 ,4.35 ,0,0.00 ,0,958,1.23 ,3,5,17,에란겔,1509
0,0,0,138,0,1,0,0.0,0,0.12 ,0.00 ,0,0.00 ,0,239,0.12 ,4,11,16,에란겔,1712
7,5,8,1082,4,9,9,0.064,3,4.22 ,2.62 ,0,0.00 ,0,1020,1.60 ,5,1,15,에란겔,1020
3,2,4,384,1,0,4,0.09,0,5.55 ,4.66 ,0,0.00 ,0,743,0.88 ,4,4,15,에란겔,1007
0,0,6,154,0,1,1,0.006,0,5.02 ,3.80 ,0,0.00 ,0,1226,1.21 ,4,3,15,태이고,1848
0,0,0,56,0,0,0,0.0,0,0.22 ,0.00 ,0,0.00 ,0,206,0.22 ,3,14,15,에란겔,1835
0,0,0,0,0,0,0,0.0,0,0.09 ,0.00 ,0,0.00 ,0,141,0.09 ,1,13,16,태이고,1703
0,0,1,32,0,0,0,0.0,0,1.53 ,0.85 ,0,0.00 ,0,708,0.68 ,6,7,16,미라마,1787
1,0,7,224,1,5,1,0.007,1,0.96 ,0.00 ,0,0.00 ,0,1462,0.96 ,4,5,16,미라마,1938
0,0,2,0,0,0,0,0.0,1,3.91 ,1.77 ,0,0.02 ,0,1036,2.12 ,4,10,15,에란겔,1768
0,0,0,0,0,0,0,0.0,0,0.33 ,0.00 ,0,0.00 ,0,284,0.33 ,3,14,17,미라마,1952
0,1,9,61,0,2,0,0.0,0,4.65 ,3.26 ,0,0.00 ,0,1514,1.39 ,3,2,16,태이고,1628
0,0,5,0,0,0,0,0.0,0,4.37 ,3.51 ,0,0.00 ,0,1233,0.86 ,5,7,15,에란겔,1893
1,1,5,165,1,1,2,0.034,0,7.45 ,6.47 ,0,0.00 ,0,1169,0.99 ,6,9,15,에란겔,1674
1,0,6,188,0,1,1,0.016,0,4.75 ,3.19 ,0,0.00 ,0,1391,1.57 ,5,3,16,태이고,1818
0,1,8,44,0,4,0,0.0,3,7.30 ,6.38 ,0,0.01 ,0,1203,0.91 ,6,7,15,태이고,1838
0,0,1,88,0,3,0,0.0,2,3.00 ,1.86 ,0,0.00 ,0,1294,1.15 ,6,4,16,에란겔,1650
0,0,0,0,0,0,0,0.0,0,0.00 ,0.00 ,0,0.00 ,0,100,0.00 ,1,17,18,에란겔,1740
0,1,4,239,0,0,0,0.0,0,6.79 ,5.79 ,0,0.00 ,0,1190,1.00 ,4,8,15,태이고,1749
1,0,6,367,0,5,1,0.297,0,3.41 ,2.31 ,0,0.00 ,0,1287,1.10 ,6,8,16,에란겔,1614
0,0,0,0,0,0,0,0.0,0,0.07 ,0.00 ,0,0.00 ,0,125,0.07 ,2,7,17,태이고,1795
0,0,1,0,0,0,0,0.0,1,1.07 ,0.00 ,0,0.00 ,0,587,1.07 ,3,15,16,에란겔,1903
