dbnos,assists,boosts,damage_dealt,death_type,headshot_kills,heals,kill_place,kill_streaks,kills,longest_kill,name,player_id,revives,ride_distance,road_kills,swim_distance,team_kills,time_survived,vehicle_destroys,walk_distance,weapons_acquired,win_place,damage_taken,match_id,total_distance,created_at,map_name,duration,roster_id,telemetry_link
0,1,1,0.0,byplayer,0,0,60,0,0,0.0,99nianxiaozhanan,account.47f06c947528494599985f4f7b2c1857,1,0.0,0,0.0,0,240,0,405.98624,5,16,100,3a3918bd-c843-46b9-b91d-234eb35cd934,405.98624,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,c7ac46c3-f4ba-444d-82e1-d977f3afb0ef,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
0,1,0,21.936592,byplayer,0,0,61,0,0,0.0,92nianweisuonan,account.58a47fdd07a8489cb0c885800a3f1d7a,0,0.0,0,0.0,0,129,0,145.9425,2,16,100,3a3918bd-c843-46b9-b91d-234eb35cd934,145.9425,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,c7ac46c3-f4ba-444d-82e1-d977f3afb0ef,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
1,2,0,125.8,byplayer,0,0,28,1,1,31.860102,DG_Hungerdog,account.1d2563631b2c4ba4a45f72b0833fb1aa,0,0.0,0,0.0,0,131,0,162.40575,1,16,97,3a3918bd-c843-46b9-b91d-234eb35cd934,162.40575,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,c7ac46c3-f4ba-444d-82e1-d977f3afb0ef,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
2,0,2,152.26341,byplayer,0,1,15,1,2,45.92557,ljw-ww,account.10f297e361b944ad9936d6ee136f1f4f,0,0.0,0,0.0,0,240,0,329.11273,2,16,183,3a3918bd-c843-46b9-b91d-234eb35cd934,329.11273,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,c7ac46c3-f4ba-444d-82e1-d977f3afb0ef,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
1,1,7,299.1131,byplayer,0,2,23,1,1,89.01775,haizhege,account.297f5a810445444694c01760d2f70379,1,5099.4717,0,0.0,0,1328,0,1223.6234,4,8,230,3a3918bd-c843-46b9-b91d-234eb35cd934,6323.0951000000005,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,d4865332-75d7-458e-86a7-0aa2b37402da,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
3,0,5,246.9108,byplayer,0,3,11,1,2,20.567156,TKT-996,account.8621c466996346cea9dc2e3238390f4f,0,4816.5654,0,78.6333,0,1328,0,1614.6703,7,8,242,3a3918bd-c843-46b9-b91d-234eb35cd934,6509.869000000001,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,d4865332-75d7-458e-86a7-0aa2b37402da,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
0,2,0,18.384071,byplayer,0,0,56,0,0,0.0,Im7k,account.cfc762abfa1e4d7aaea7bea9108de25b,0,539.17206,0,0.0,0,357,0,441.2666,4,15,100,3a3918bd-c843-46b9-b91d-234eb35cd934,980.43866,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,d4865332-75d7-458e-86a7-0aa2b37402da,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
1,1,6,331.68024,byplayer,0,1,12,2,2,6.4857817,ZHANSHENZHIZUN,account.91059be700c94004b15bcdd6c31ad800,0,4779.505,0,0.0,0,1328,0,1574.9337,11,8,224,3a3918bd-c843-46b9-b91d-234eb35cd934,6354.438700000001,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,d4865332-75d7-458e-86a7-0aa2b37402da,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
1,1,5,242.849,suicide,0,0,39,0,0,0.0,dapaoguilaozeng,account.b8c5d7eeee794de5b36c989906e28e3d,0,4796.599,0,0.0,0,1444,0,1323.4681,4,7,0,3a3918bd-c843-46b9-b91d-234eb35cd934,6120.0671,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,46f4fad2-6931-4481-ae5c-3c36b2a7084b,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
0,0,7,161.37563,byplayer,0,0,38,0,0,0.0,Zeor-0,account.d9e2da7607fa41baa128f6c27a0b2b77,0,5476.9043,0,0.0,0,1457,0,1619.8315,4,7,87,3a3918bd-c843-46b9-b91d-234eb35cd934,7096.7358,2023-01-07T15:28:40Z,¿¡¶õ°Ö,1809,46f4fad2-6931-4481-ae5c-3c36b2a7084b,https://telemetry-cdn.pubg.com/bluehole-pubg/steam/2023/01/07/16/00/7544567e-8ea4-11ed-a00f-36f62885024b-telemetry.json
